StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2 _1,Gym2 _2,Gym2 _3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,Q_RecaptchaStatus,Q_RecaptchaError,FL_5_DO_FL_14,FL_5_DO_FL_15,FL_5_DO_FL_16,FL_5_DO_FL_17
2022-09-12 21:23:36,2022-09-12 21:31:52,0,100,495,1,2022-09-12 21:31:52,R_2ARMaMRzYFd4v5i,anonymous,DA,0.8999999761581421,1,1,0,50,50,100,100,1,5,1,2,0,50,0,50,1,2,1,2,0,50,0,100,1,1,5,2,1,2,1,10,1,2,3,3,5,2,26,2,16,48,5,1,,,4,3,1,2
2022-09-12 21:33:11,2022-09-12 21:44:59,0,100,708,1,2022-09-12 21:45:00,R_oYo5nB593mMhIAx,anonymous,DA,0.8999999761581421,1,3,0,50,0,50,75,1,5,4,1,50,50,50,50,3,2,2,2,50,50,50,100,2,1,5,4,3,2,2,30,1,3,2,3,3,2,39,6,17,48,5,1,,,4,2,3,1
2022-09-12 21:36:45,2022-09-12 21:46:02,0,100,556,1,2022-09-12 21:46:02,R_1mlTs9EcZNThrH7,anonymous,DA,0.8999999761581421,1,1,0,50,0,100,50,1,5,5,2,50,50,100,100,1,1,3,2,100,100,100,100,2,4,3,4,2,2,3,30,1,3,2,1,4,1,26,1,17,48,5,1,,,4,1,2,3
2022-09-12 21:36:48,2022-09-12 21:47:14,0,100,626,1,2022-09-12 21:47:15,R_3NRlBVRZEIsgNeO,anonymous,DA,1,1,1,10,50,10,100,100,1,5,5,2,50,50,50,100,1,2,2,2,50,100,100,100,2,4,2,2,2,2,1,20,1,3,2,4,4,2,66,6,16,48,5,1,,,1,3,2,4
2022-09-12 21:33:25,2022-09-12 21:48:51,0,100,925,1,2022-09-12 21:48:51,R_3hADeLzomL0eg1m,anonymous,DA,0.8999999761581421,1,3,50,50,100,100,95,1,5,4,2,50,50,100,100,3,1,3,3,50,50,100,100,2,1,4,3,3,2,3,50,1,3,2,3,4,2,28,6,20.5,48,5,1,,,4,3,2,1
2022-09-12 21:39:42,2022-09-12 21:53:14,0,100,811,1,2022-09-12 21:53:14,R_2zjXsm2wv8Suc2x,anonymous,DA,1,1,3,50,200,100,500,150,1,5,5,1,50,200,100,500,3,1,2,1,100,200,200,500,1,3,2,1,2,1,1,50,1,3,2,4,5,1,44,6,15,48,5,1,,,2,1,3,4
2022-09-12 21:47:55,2022-09-12 21:55:16,0,100,440,1,2022-09-12 21:55:16,R_1Q6hLAakvunQeuJ,anonymous,DA,0.8999999761581421,1,1,0,0,0,0,25,3,4,2,1,0,0,0,0,1,2,2,2,0,0,0,0,1,3,4,2,2,2,2,26,1,3,3,3,4,2,22,1,15,48,5,2,,,3,2,4,1
2022-09-12 21:58:20,2022-09-12 22:13:31,0,100,911,1,2022-09-12 22:13:31,R_22KSGzvnDqM0mns,anonymous,DA,0.8999999761581421,1,2,0,50,0,100,200,1,5,5,2,50,50,100,100,1,1,1,2,50,100,100,100,2,5,1,5,2,1,1,100,1,3,2,2,4,1,52,6,17,48,5,1,,,2,1,3,4
2022-09-12 21:26:44,2022-09-12 22:24:19,0,100,3454,1,2022-09-12 22:24:19,R_3hscajAHMi2zNPs,anonymous,DA,0.8999999761581421,1,3,0,50,0,100,150,4,1,4,2,0,50,100,100,3,1,3,3,100,100,100,100,2,4,1,4,3,1,3,30,4,4,3,4,4,1,41,6,12,48,5,1,,,2,3,1,4
2022-09-13 01:45:14,2022-09-13 01:53:36,0,100,501,1,2022-09-13 01:53:36,R_3P4rNNOyKDunAps,anonymous,DA,0.8999999761581421,1,2,0,50,0,100,40,1,4,3,1,50,50,100,100,3,1,3,1,100,100,100,100,2,5,2,2,2,1,3,35,1,3,2,1,4,1,24,1,18,48,5,1,,,3,4,2,1
2022-09-13 03:00:00,2022-09-13 03:28:05,0,100,1684,1,2022-09-13 03:28:05,R_33d4tfJkyHy5s7e,anonymous,EN,1,1,2,0,50,0,100,25,1,5,4,1,50,55,50,100,2,2,2,2,70,100,100,110,1,4,5,2,2,2,1,10,1,3,2,1,4,1,49,7,19,24,3,1,,,2,4,1,3
2022-09-12 21:19:49,2022-09-13 06:38:39,0,100,33530,1,2022-09-13 06:38:39,R_31jAcw2ruyHJ9Ox,anonymous,DA,1,1,3,0,50,0,100,150,2,4,2,2,0,50,50,100,1,1,2,1,0,5,50,100,2,4,2,3,3,1,2,50,1,3,2,1,4,2,53,6,16,48,5,1,,,1,3,4,2
2022-09-13 08:19:42,2022-09-13 08:29:13,0,100,571,1,2022-09-13 08:29:13,R_2Y9cafswqmTJv77,anonymous,DA,1,1,3,0,50,0,50,140,1,5,3,2,0,50,0,50,3,2,2,1,0,50,0,50,2,5,1,5,1,2,1,40,2,3,3,4,5,2,43,6,21,48,5,1,,,1,3,4,2
2022-09-13 08:34:28,2022-09-13 08:48:37,0,100,848,1,2022-09-13 08:48:37,R_6XU21uRgoWOWLrH,anonymous,DA,0.8999999761581421,1,3,0,50,25,100,50,1,5,5,1,50,75,100,150,3,2,3,1,75,125,100,150,1,5,1,1,2,2,3,50,1,4,3,4,3,2,21,7,14,48,26,1,,,3,1,4,2
2022-09-13 09:02:13,2022-09-13 09:16:40,0,100,867,1,2022-09-13 09:16:41,R_12P9E1P1AgPl7wW,anonymous,DA,0.8999999761581421,1,3,25,50,50,100,50,1,5,3,2,50,50,50,100,1,1,2,2,50,100,100,100,2,1,5,3,2,1,2,30,1,3,2,4,4,2,23,4,16,48,5,1,,,3,4,1,2
2022-09-13 09:06:44,2022-09-13 09:37:42,0,100,1858,1,2022-09-13 09:37:44,R_r122I8nFXU4MAVz,anonymous,DA,1,1,2,50,50,0,100,75,1,5,5,2,50,50,100,100,3,2,2,1,50,100,50,100,2,4,2,4,1,2,2,25,1,4,3,4,4,2,47,6,15,48,5,1,,,4,2,1,3
2022-09-13 09:52:47,2022-09-13 10:07:46,0,100,898,1,2022-09-13 10:07:46,R_24DbAUZNMMuHN0x,anonymous,EN,1,1,1,0,50,20,100,40,1,5,5,1,50,50,100,100,1,1,2,2,50,50,100,100,2,2,5,4,2,2,3,40,1,3,2,4,5,1,27,3,19,48,26,1,,,3,4,1,2
2022-09-13 09:29:08,2022-09-13 10:38:48,0,100,4179,1,2022-09-13 10:38:49,R_3EAs3ACHBAA3dty,anonymous,DA,0.8999999761581421,1,3,50,75,100,150,75,5,3,2,1,50,75,100,150,1,1,3,2,50,75,100,150,1,5,3,2,2,1,3,50,1,3,2,3,4,1,21,2,15,48,5,1,,,2,1,3,4
2022-09-13 10:37:46,2022-09-13 10:47:51,0,100,605,1,2022-09-13 10:47:52,R_2pJqy57XI6WISWO,anonymous,DA,1,1,2,0,50,0,100,110,5,1,5,2,0,50,0,100,1,1,3,1,0,50,0,100,2,5,5,5,1,1,1,100,1,3,2,3,3,1,29,7,17,48,5,1,,,2,4,1,3
2022-09-13 10:44:42,2022-09-13 10:53:15,0,100,513,1,2022-09-13 10:53:15,R_21yup16Qzbc7B85,anonymous,DA,0.800000011920929,1,1,0,0,0,0,45,2,3,2,1,25,40,50,75,1,2,3,2,50,50,50,50,2,4,2,3,2,1,1,30,1,3,2,1,4,2,28,2,20,48,5,1,,,1,4,3,2
2022-09-13 13:28:24,2022-09-13 13:42:33,0,100,849,1,2022-09-13 13:42:34,R_3CTS7fGHC0pX037,anonymous,DA,1,1,2,0,0,0,0,100,4,3,1,2,50,50,100,100,1,2,2,2,100,100,100,100,2,5,1,5,2,2,2,100,1,3,2,4,5,2,25,2,17,48,5,1,,,1,4,3,2
2022-09-13 14:01:21,2022-09-13 14:14:44,0,100,803,1,2022-09-13 14:14:46,R_3sAiyTyn6AdhOld,anonymous,DA,0.8999999761581421,1,1,0,50,0,50,50,2,4,4,2,50,50,100,100,1,1,1,2,100,100,100,100,2,4,2,3,1,2,1,50,1,3,2,4,4,2,49,5,18,48,5,1,,,2,3,4,1
2022-09-13 15:16:27,2022-09-13 15:28:50,0,100,742,1,2022-09-13 15:28:51,R_3CDC6pGVfO2dpcq,anonymous,DA,0.8999999761581421,1,3,0,50,0,100,60,2,4,2,2,50,50,50,100,3,1,3,1,50,100,100,100,2,3,2,3,2,1,3,60,1,4,3,4,4,2,34,4,19.5,48,5,1,,,3,4,2,1
2022-09-13 18:26:14,2022-09-13 18:49:33,0,100,1399,1,2022-09-13 18:49:33,R_1jdJHQKvcuia2yO,anonymous,DA,0.8999999761581421,1,2,0,50,0,50,75,1,2,3,2,50,50,100,100,1,1,3,2,75,100,50,100,2,3,1,3,3,2,3,50,1,3,1,4,5,1,77,5,13,48,5,1,,,1,4,3,2
2022-09-13 19:23:21,2022-09-13 19:40:55,0,100,1053,1,2022-09-13 19:40:55,R_qKGp2aecxPa0nvz,anonymous,DA,0.8999999761581421,1,3,0,50,0,100,50,3,4,2,2,25,50,50,100,1,2,3,2,50,50,100,100,2,4,2,2,2,1,3,50,4,4,3,4,4,2,34,4,17.5,48,5,1,,,1,2,3,4
2022-09-13 19:31:38,2022-09-13 19:43:50,0,100,731,1,2022-09-13 19:43:50,R_3dSyLPQJ0kH2gTm,anonymous,DA,1,1,1,0,50,0,100,30,1,5,4,2,50,50,100,100,1,1,2,2,100,100,100,100,2,4,2,4,2,1,1,15,3,3,2,1,4,1,57,6,14,48,5,1,,,3,2,4,1
2022-09-13 19:53:59,2022-09-13 20:48:48,0,100,3288,1,2022-09-13 20:48:48,R_2bHq0MZCnlfeAdj,anonymous,DA,0.8999999761581421,1,3,0,50,0,100,80,2,4,1,1,0,75,100,150,1,1,3,2,0,100,0,100,1,2,3,2,2,2,3,45,1,3,2,1,5,2,28,6,9,48,5,1,,,2,1,3,4
2022-09-13 21:40:41,2022-09-13 21:54:02,0,100,800,1,2022-09-13 21:54:02,R_3qNVIQXXjr1OE9P,anonymous,EN,0.4000000059604645,1,1,0,50,0,100,130,2,4,4,2,50,50,100,100,1,1,3,1,100,100,100,100,2,5,2,2,2,1,1,50,1,3,2,1,4,2,27,6,19,48,7,1,,,1,2,4,3
2022-09-13 21:52:19,2022-09-13 22:04:53,0,100,754,1,2022-09-13 22:04:55,R_2wz4PJVqa74OJME,anonymous,DA,1,1,1,0,50,50,100,120,1,4,5,2,50,50,50,100,1,2,1,2,50,50,50,100,2,4,2,2,2,2,1,60,1,3,2,4,4,2,22,4,15,48,5,1,,,2,4,1,3
2022-09-13 22:24:53,2022-09-13 22:41:13,0,100,979,1,2022-09-13 22:41:13,R_1KfpIsBjmaR2Eka,anonymous,DA,1,1,3,0,45,0,70,50,1,5,5,1,25,50,30,100,1,2,2,2,50,100,50,100,2,5,3,2,2,2,3,20,1,3,2,4,4,1,20,1,12,48,5,1,,,1,2,3,4
2022-09-14 13:56:50,2022-09-14 14:06:36,0,100,586,1,2022-09-14 14:06:36,R_1LbZKMTHmE3ypXD,anonymous,DA,1,1,3,0,100,0,200,30,1,5,5,2,50,100,100,200,3,1,2,2,100,100,100,200,2,2,4,4,2,1,1,20,1,3,2,1,4,1,33,6,18,48,5,1,,,4,1,3,2
2022-09-14 13:54:21,2022-09-14 14:07:05,0,100,764,1,2022-09-14 14:07:06,R_3VRzTNciezqF5Rv,anonymous,DA,1,1,1,0,50,0,100,200,1,5,5,2,0,50,0,100,1,1,3,1,0,50,0,100,2,4,3,2,2,2,2,100,1,3,3,4,5,1,27,6,19,48,5,1,,,2,4,3,1
2022-09-14 14:41:51,2022-09-14 14:58:02,0,100,971,1,2022-09-14 14:58:03,R_2UbWWPkrO4JkRVv,anonymous,DA,0.8999999761581421,1,1,0,50,0,100,150,1,1,3,2,50,60,50,100,1,2,3,2,50,75,50,100,2,1,2,3,2,2,3,100,1,4,2,1,5,2,24,4,17,48,5,1,,,1,4,2,3
2022-09-14 15:12:49,2022-09-14 15:21:45,0,100,536,1,2022-09-14 15:21:46,R_3Eor75fSUBVHg0K,anonymous,DA,0.800000011920929,1,3,45,50,80,100,70,1,5,5,2,45,50,80,100,1,1,2,2,45,50,80,100,2,1,5,5,2,2,2,40,1,3,2,4,3,1,25,6,15,48,5,1,,,2,3,1,4
2022-09-14 15:29:53,2022-09-14 15:40:04,0,100,610,1,2022-09-14 15:40:05,R_Z8fhBLPTqlKgNgt,anonymous,DA,0.800000011920929,1,1,0,50,0,100,20,1,5,5,2,50,100,100,150,1,1,1,2,100,200,100,200,2,4,2,1,2,1,1,20,1,3,2,4,3,1,18,6,12,48,7,1,,,3,4,1,2
2022-09-14 17:45:15,2022-09-14 17:54:30,0,100,554,1,2022-09-14 17:54:30,R_2PyPzgwvaLCZmmJ,anonymous,DA,1,1,1,0,50,0,100,30,1,5,5,2,50,50,50,50,1,1,1,2,50,50,100,100,2,4,1,4,2,2,1,20,3,3,2,4,4,1,26,6,18,48,5,1,,,3,4,2,1
2022-09-14 18:24:06,2022-09-14 18:34:06,0,100,599,1,2022-09-14 18:34:06,R_1KuLXRDdaHYAYWZ,anonymous,DA,1,1,3,50,50,100,100,100,4,3,3,1,50,50,100,100,1,1,3,2,100,100,100,100,2,2,4,3,2,1,3,30,1,3,2,1,3,2,24,6,14,48,5,1,,,4,1,3,2
2022-09-14 18:45:09,2022-09-14 18:56:50,0,100,700,1,2022-09-14 18:56:50,R_1mE4Iv5uvHSNrsu,anonymous,DA,0.800000011920929,1,1,0,50,0,100,180,1,5,5,2,0,50,0,100,1,1,3,2,0,50,0,100,2,4,2,5,2,1,2,30,1,3,2,4,4,2,27,6,20,48,5,1,,,2,1,3,4
2022-09-14 18:48:36,2022-09-14 18:59:23,0,100,647,1,2022-09-14 18:59:24,R_9M1Pg0cmUSFjq7L,anonymous,DA,1,1,3,0,50,0,100,20,2,4,3,2,0,50,0,100,3,1,3,1,0,100,0,100,2,4,2,3,1,1,3,20,1,3,2,1,5,1,52,6,13,48,5,1,,,3,1,4,2
2022-09-14 18:49:56,2022-09-14 19:01:41,0,100,705,1,2022-09-14 19:01:41,R_2q4stGnrmwgVmWv,anonymous,DA,0.8999999761581421,1,1,0,50,0,95,500,3,3,3,2,0,50,0,100,1,1,2,1,0,45,0,95,2,3,3,3,2,1,2,500,1,3,2,2,4,1,33,6,18,48,5,1,,,4,3,1,2
2022-09-14 19:01:20,2022-09-14 19:09:41,0,100,500,1,2022-09-14 19:09:41,R_yInYsGOpAtdN21j,anonymous,DA,1,1,1,50,50,100,100,70,1,5,5,2,50,50,100,100,1,1,1,1,100,100,100,100,2,5,2,3,2,1,1,20,1,3,2,3,3,1,26,1,17,48,5,1,,,4,2,1,3
2022-09-14 19:07:06,2022-09-14 19:17:17,0,100,611,1,2022-09-14 19:17:18,R_3fuZsfGthsYLeWN,anonymous,DA,0.8999999761581421,1,2,50,75,100,150,35,1,5,5,2,50,75,100,150,2,2,3,1,100,150,100,150,2,5,3,2,3,2,3,20,1,3,2,1,5,1,22,1,15,48,5,1,,,3,2,4,1
2022-09-14 21:22:09,2022-09-14 21:33:06,0,100,657,1,2022-09-14 21:33:07,R_26bSycwsl2miSFd,anonymous,DA,0.800000011920929,1,1,0,50,0,100,100,5,1,1,2,50,50,100,100,2,1,2,1,100,100,100,100,2,5,1,3,2,1,1,50,1,3,2,1,5,2,41,6,17,48,5,1,,,3,1,4,2
2022-09-14 21:43:50,2022-09-14 22:15:37,0,100,1907,1,2022-09-14 22:15:37,R_1H1fah4Zme2H8r9,anonymous,DA,0.800000011920929,1,3,50,50,100,100,50,1,5,3,1,50,50,100,100,3,2,2,3,100,100,100,100,1,1,5,3,3,2,2,50,1,3,2,1,3,1,27,5,21,48,5,1,,,3,2,1,4
2022-09-14 23:12:54,2022-09-14 23:22:51,0,100,596,1,2022-09-14 23:22:51,R_RIStGoSCNcwf6Sd,anonymous,DA,1,1,2,0,50,0,100,80,1,5,5,2,50,50,100,100,1,2,3,3,50,100,100,100,2,1,5,5,1,1,3,30,1,3,2,1,5,1,19,6,14,48,5,1,,,4,2,1,3
2022-09-15 11:48:43,2022-09-15 12:04:09,0,100,925,1,2022-09-15 12:04:10,R_1l67WG5MC5i4XRp,anonymous,DA,0.4000000059604645,1,1,0,100,100,200,100,1,5,5,2,50,100,100,200,1,1,2,2,50,200,100,200,2,5,1,3,2,1,2,20,1,3,2,1,5,1,29,6,19,48,5,1,,,4,2,3,1
2022-09-15 13:18:48,2022-09-15 13:19:01,0,100,12,1,2022-09-15 13:19:02,R_0HQNLEdDY4MrrZD,anonymous,DA,0.8999999761581421,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15 13:10:38,2022-09-15 13:20:17,0,100,579,1,2022-09-15 13:20:17,R_tE8VjvwfTlH8ktr,anonymous,DA,0.8999999761581421,1,1,0,50,0,100,75,1,1,5,2,0,50,0,100,1,1,2,2,0,50,0,100,2,5,1,1,2,2,3,30,1,3,2,4,4,2,30,6,18,48,5,1,,,1,2,4,3
2022-09-15 13:13:48,2022-09-15 13:22:34,0,100,525,1,2022-09-15 13:22:34,R_3jcVXkFUJ4lYczj,anonymous,DA,0.8999999761581421,1,3,0,50,0,100,50,1,5,5,2,0,50,0,100,1,1,3,2,0,50,0,100,2,4,2,3,2,1,1,50,1,3,2,4,4,1,25,6,17,48,5,1,,,1,3,4,2
2022-09-15 13:10:18,2022-09-15 13:22:46,0,100,748,1,2022-09-15 13:22:47,R_3DXRgqSXVvrglO1,anonymous,DA,0.800000011920929,1,3,0,9999999999999999999999999999999999999999999999999999999999999999999999999999999999,0,9999999999999999999999999999999999999999999999999999999999999999999999999999999999,0,5,1,5,2,0,9999999999999999999999999999999999999999999999999999999999999999999999999999999999,0,9999999999999999999999999999999999999999999999999999999999999999999999999999999999,1,1,2,2,0,9999999999999999999999999999999999999999999999999999999999999999999999999999999999,0,9999999999999999999999999999999999999999999999999999999999999999999999999999999999,2,5,1,5,2,1,2,0,1,3,2,1,5,1,47,6,21,48,5,1,,,1,4,2,3
2022-09-15 13:16:22,2022-09-15 13:22:47,0,100,384,1,2022-09-15 13:22:47,R_1LA1E09IrAz8QKA,anonymous,DA,1,1,2,50,50,100,100,70,1,5,5,2,50,50,100,100,1,2,3,1,50,100,100,150,2,1,5,2,3,2,3,50,1,3,3,4,4,2,26,1,4,48,5,1,,,1,3,4,2
2022-09-15 13:20:09,2022-09-15 13:26:28,0,100,378,1,2022-09-15 13:26:28,R_2cBp8YUpsukjkka,anonymous,DA,1,1,2,0,50,0,100,100,1,5,2,2,0,50,0,100,1,2,2,2,0,100,0,100,2,5,1,5,2,1,1,20,1,3,2,4,4,1,26,6,19,48,5,1,,,2,1,4,3
2022-09-15 13:14:43,2022-09-15 13:27:29,0,100,766,1,2022-09-15 13:27:30,R_2BqwWIqiPLPsKBv,anonymous,DA,0.800000011920929,1,1,0,50,0,100,60,1,5,3,1,50,50,50,100,1,1,3,1,100,60,100,100,1,4,2,1,2,1,3,20,1,3,2,3,5,1,25,2,16,48,5,1,,,3,4,2,1
2022-09-15 13:35:21,2022-09-15 13:46:11,0,100,650,1,2022-09-15 13:46:12,R_3CK7kMplHqiN2up,anonymous,DA,1,1,1,25,50,50,100,50,1,4,2,2,50,75,100,150,1,2,2,2,100,150,100,150,2,3,2,3,2,2,3,50,2,1,3,4,3,1,20,1,3,48,5,1,,,1,3,4,2
2022-09-15 13:36:14,2022-09-15 13:47:34,0,100,679,1,2022-09-15 13:47:34,R_2z8vmldqTskY3E5,anonymous,DA,1,1,1,0,50,0,100,50,1,5,4,2,0,50,0,100,1,1,2,2,0,50,0,100,2,5,1,2,2,2,2,35,1,3,2,4,4,1,29,6,21,48,5,1,,,3,4,2,1
2022-09-15 13:42:12,2022-09-15 13:52:05,0,100,593,1,2022-09-15 13:52:05,R_AuhV72cxioVsbaV,anonymous,DA,1,1,1,0,50,0,100,150,1,5,2,2,0,50,0,100,1,1,1,2,0,100,0,100,2,1,5,2,2,1,1,50,2,3,2,1,4,2,31,5,18,48,5,1,,,3,4,1,2
2022-09-15 13:49:13,2022-09-15 13:58:05,0,100,531,1,2022-09-15 13:58:06,R_ac9l4Ozflv7LM7T,anonymous,DA,1,1,1,0,50,0,100,100,2,4,1,2,0,50,0,100,3,2,1,2,0,100,0,100,2,4,2,3,2,2,1,40,1,3,3,4,4,2,38,6,20,48,10,1,,,1,2,3,4
2022-09-15 13:58:13,2022-09-15 14:07:36,0,100,563,1,2022-09-15 14:07:37,R_3nDk1azPsLCqx4o,anonymous,DA,0.8999999761581421,1,2,0,50,0,100,120,1,5,5,1,0,50,0,100,1,1,3,2,0,100,0,100,1,1,5,5,2,2,1,30,2,3,3,4,4,2,26,2,8,48,5,1,,,1,3,4,2
2022-09-15 14:03:56,2022-09-15 14:15:12,0,100,675,1,2022-09-15 14:15:12,R_3iVEIoudjZIFOBv,anonymous,DA,1,1,3,0,50,0,100,35,3,3,2,2,50,50,50,100,1,1,1,2,100,100,100,100,2,3,3,2,2,2,1,35,1,3,2,4,4,1,24,2,18,48,5,1,,,2,4,1,3
2022-09-15 14:08:28,2022-09-15 14:22:00,0,100,811,1,2022-09-15 14:22:00,R_3DcnZpi49szXKvv,anonymous,DA,1,1,2,50,50,80,100,40,2,3,1,1,50,50,80,100,1,2,2,2,50,100,80,100,2,3,2,1,2,2,3,30,1,3,3,4,5,4,18,4,12,48,5,1,,,1,2,4,3
2022-09-15 14:29:27,2022-09-15 14:37:52,0,100,504,1,2022-09-15 14:37:52,R_3Hj3hUXoFEKH4LD,anonymous,DA,1,1,3,0,50,0,100,50,1,5,1,2,50,50,100,100,1,1,2,2,100,100,100,100,2,5,1,1,3,1,2,20,1,3,2,4,4,1,23,1,15,48,5,1,,,3,1,2,4
2022-09-15 15:00:25,2022-09-15 15:08:00,0,100,454,1,2022-09-15 15:08:02,R_1PbMt0cG8vky2KT,anonymous,DA,0.8999999761581421,1,2,0,50,0,100,250,5,1,5,2,0,50,0,100,1,2,1,1,50,100,100,100,2,5,1,5,2,2,1,50,1,3,3,4,4,1,30,5,15,48,5,1,,,2,4,1,3
2022-09-15 15:04:36,2022-09-15 15:14:34,0,100,597,1,2022-09-15 15:14:35,R_2CyypAxY6ihWrfB,anonymous,DA,1,1,1,0,50,0,50,62,5,1,1,2,0,50,0,100,1,1,2,2,0,50,0,100,2,5,2,1,3,1,2,20,4,3,3,4,4,1,23,5,13,48,5,1,,,4,1,2,3
2022-09-15 15:25:46,2022-09-15 15:26:17,0,100,31,1,2022-09-15 15:26:17,R_25EYdOz3TTMX1Jw,anonymous,DA,0.699999988079071,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15 15:19:45,2022-09-15 15:28:59,0,100,553,1,2022-09-15 15:28:59,R_2QDTx77tF3xmX1j,anonymous,DA,0.8999999761581421,1,3,0,50,0,100,120,3,2,1,2,0,50,0,100,3,1,1,2,50,50,100,100,2,3,2,1,2,1,1,60,1,3,2,4,3,2,34,6,20,48,5,1,,,3,4,2,1
2022-09-15 15:29:22,2022-09-15 15:44:30,0,100,907,1,2022-09-15 15:44:30,R_1Kli9BguucKmmKV,anonymous,DA,0.699999988079071,1,1,0,50,0,100,60,1,5,2,2,50,50,100,100,1,1,3,1,50,100,100,100,2,2,4,1,2,1,3,20,1,3,2,4,4,1,20,1,14,48,5,1,,,2,3,1,4
2022-09-15 15:35:17,2022-09-15 15:45:29,0,100,612,1,2022-09-15 15:45:30,R_3MoCpp3IPFD6JMc,anonymous,DA,0.699999988079071,1,3,0,50,0,50,100,1,5,5,2,0,50,0,100,3,1,3,1,0,50,0,100,2,4,5,5,3,2,3,25,1,3,2,4,4,1,39,6,15,48,5,1,,,3,4,1,2
2022-09-15 16:05:06,2022-09-15 16:05:20,0,100,14,1,2022-09-15 16:05:20,R_DTW1mDZF2OukIjT,anonymous,DA,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15 16:10:49,2022-09-15 16:11:15,0,100,26,1,2022-09-15 16:11:16,R_benurhUrTSdFR6N,anonymous,DA,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15 16:00:48,2022-09-15 16:14:18,0,100,810,1,2022-09-15 16:14:19,R_2pWUZQj4qWL4nHM,anonymous,DA,0.699999988079071,1,1,0,100,0,100,75,3,3,3,1,0,50,0,100,1,1,3,3,0,100,0,100,2,4,3,2,3,2,3,50,1,4,2,4,4,2,49,6,13,48,5,1,,,2,3,1,4
2022-09-15 16:03:08,2022-09-15 16:20:27,0,100,1039,1,2022-09-15 16:20:28,R_1rxBhNJPFkGBMBs,anonymous,DA,1,1,1,0,0,0,50,100,1,5,5,2,50,50,50,50,3,1,2,1,50,50,50,50,2,1,4,4,1,1,2,50,4,4,3,4,5,2,35,6,21.5,48,5,1,,,1,3,2,4
2022-09-15 16:08:38,2022-09-15 16:22:33,0,100,835,1,2022-09-15 16:22:34,R_3hziEH2LuzyDFiP,anonymous,EN,1,1,3,0,50,50,100,30,3,2,2,2,50,50,100,100,1,1,2,1,100,100,100,100,2,4,2,2,2,1,3,30,1,1,2,1,4,2,50,6,21,48,7,1,,,4,1,3,2
2022-09-15 16:07:29,2022-09-15 16:24:47,0,100,1038,1,2022-09-15 16:24:48,R_24kOyWfRenIHtiO,anonymous,DA,0.8999999761581421,1,3,50,50,50,50,35,5,1,5,2,50,59,50,50,3,1,1,3,50,50,50,50,2,4,2,2,3,1,1,35,2,2,2,4,4,2,66,2,12,48,5,1,,,3,4,2,1
2022-09-15 16:32:21,2022-09-15 16:41:01,0,100,520,1,2022-09-15 16:41:02,R_3Mll7lLjWRCXMgi,anonymous,DA,0.8999999761581421,1,1,0,50,0,100,25,1,5,3,1,0,50,0,100,1,1,3,2,0,50,0,50,2,1,5,3,3,1,3,25,1,3,2,1,4,1,28,6,18,48,5,1,,,1,4,3,2
2022-09-15 16:34:16,2022-09-15 16:43:20,0,100,544,1,2022-09-15 16:43:20,R_2QgPQ9KuuuhqnsA,anonymous,DA,0.8999999761581421,1,3,50,50,100,100,0,5,3,2,1,50,50,100,100,3,1,2,3,50,50,50,50,1,5,3,2,2,2,2,50,3,3,2,3,4,2,28,5,17,48,5,1,,,2,4,3,1
2022-09-15 16:34:31,2022-09-15 16:44:33,0,100,602,1,2022-09-15 16:44:35,R_3n8WVFMsiefHHeG,anonymous,DA,0.8999999761581421,1,1,0,50,0,100,50,1,5,5,2,0,50,0,100,1,1,1,2,0,50,0,100,2,5,1,3,2,1,1,50,1,3,3,4,4,2,44,6,19,48,5,1,,,4,1,3,2
2022-09-15 16:27:31,2022-09-15 16:45:52,0,100,1101,1,2022-09-15 16:45:55,R_Wp5R5bhAobLbUCR,anonymous,DA,0.8999999761581421,1,1,0,0,0,0,30,1,5,5,2,0,50,0,50,1,1,1,3,50,50,100,100,2,5,1,3,3,1,1,25,3,3,2,4,4,2,57,7,4,48,7,2,,,3,1,4,2
